V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_7,Q11_8,Q11_8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_0T9Lt55Ihy9RRvT,Default Response Set,Anonymous,,,82.158.235.216,0,04MAY16:18:56:00,04MAY16:19:04:00,1,600089,2,0,1,,0,,,,,,,,1,8,2,2,2,2,5,5,5,5,4,5,,6,5,2,5,1,3,3,5,3,4,3,1,3,6,6,6,2,7,5,1,5,6,6,5,1,3,1,2,3,1,6,2,5,5,2,1,2,6,6,4,,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,4,7,7,7,7,7,7,2,2,3,3,3,3,1,5,4,2,1,57,4,,40.41650391,-3.702606201,-1,3,5,3,5,3,3,56,7,7,33,52,10,-4.63666,0.646561,-2.63156,0.665587,-1.720646301,0.239936246,-0.976561572,0.24699672,1,0,0,0,0
R_5z5DSqI0WfLiGIB,Default Response Set,Anonymous,,,80.33.167.146,0,04MAY16:19:35:00,04MAY16:19:45:00,1,600093,2,0,1,,0,,,,,,,,1,6,1,1,1,1,2,5,5,2,2,5,,6,6,4,3,6,3,2,3,5,6,6,5,2,5,6,6,7,5,2,6,6,6,6,2,2,5,6,1,6,6,5,2,4,7,6,1,6,5,6,1,,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,1,2,4,2,3,2,2,3,2,2,2,2,1,1,1,2,1,4,4,1,33,2,,38.96670532,-0.183303833,-1,5,6,5,6,6,6,73,7,6,29,79,29,0.2253,2.49813,0.545489,0.462426,0.083607944,0.927046224,0.202428824,0.171604471,1,0,0,0,0
R_4ZxF9vqvsvrgSs5,Default Response Set,Anonymous,,,84.123.69.94,0,04MAY16:21:45:00,04MAY16:21:55:00,1,600104,2,0,1,,0,,,,,,,,1,5,1,1,1,1,2,5,5,5,3,5,,7,7,4,1,7,7,1,1,4,6,2,4,4,6,7,6,7,5,2,7,6,4,7,2,4,6,6,2,6,4,6,2,7,6,4,4,4,4,1,4,,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,2,5,0,0,0,0,0,0,2,3,4,4,4,3,2,1,2,2,2,27,4,,39.46980286,-0.37739563,-1,7,7,7,4,6,6,80,4,4,18,77,29,-4.55186,2.49692,-1.33776,0.557185,-1.689177354,0.926597197,-0.496437478,0.206769163,1,0,0,0,0
R_eJKLtFZIyZIpIJ7,Default Response Set,Anonymous,,,46.222.156.237,0,04MAY16:22:41:00,04MAY16:23:12:00,1,600108,2,0,1,,0,,,,,,,,1,5,1,1,3,1,3,5,5,5,2,5,,5,7,6,1,6,7,2,7,7,2,6,2,2,6,6,6,7,5,0,0,0,0,0,0,0,7,6,3,7,5,7,2,7,7,4,5,6,5,5,1,,3,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,3,1,3,7,7,7,7,7,7,3,4,3,4,3,3,1,1,4,1,0,29,2,,40.41720581,-3.684005737,-1,7,6,1,6,8,8,77,3,8,26,78,13,-4.55386,-3.90144,-2.62661,-1.61173,-1.689919546,-1.447809049,-0.974724647,-0.598106668,1,0,0,0,0
R_5u2Hffk4uPGiAzX,Default Response Set,Anonymous,,,79.144.161.20,0,05MAY16:00:42:00,05MAY16:00:48:00,1,600119,2,0,1,,0,,,,,,,,1,8,2,1,1,2,4,5,5,5,3,5,,5,6,3,4,5,6,3,4,6,5,6,4,5,4,5,6,7,7,4,6,5,7,6,5,4,5,4,2,4,3,6,2,7,6,5,3,3,6,6,1,,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,3,3,2,2,2,1,2,2,2,2,2,2,1,5,3,2,1,56,2,,43.36659241,-8.406799316,-1,4,5,4,3,4,3,58,5,4,28,78,24,-0.659202,-0.416177,-0.701812,0.602597,-0.244627271,-0.154441649,-0.260439675,0.223621378,1,0,0,0,0
R_1yI5LzCpnRvJdl3,Default Response Set,Anonymous,,,85.59.22.215,0,05MAY16:02:22:00,05MAY16:02:32:00,1,600132,2,0,1,,0,,,,,,,,1,6,1,1,1,1,3,5,5,5,3,5,,1,7,6,1,7,6,1,1,4,7,6,5,2,5,6,7,7,5,2,6,6,6,7,1,5,7,2,1,6,6,6,2,7,6,7,3,7,5,5,1,,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,3,1,1,5,0,0,0,0,0,0,2,3,4,3,2,2,2,1,2,3,2,35,2,,41.39320374,2.006896973,-1,7,7,7,6,6,7,84,5,3,23,79,31,-4.31535,-0.972856,-4.10435,-0.192035,-1.601409423,-0.361023038,-1.523108152,-0.071263434,1,0,0,0,0
R_03bSuepG1C2RUzz,Default Response Set,Anonymous,,,81.202.16.44,0,05MAY16:02:54:00,05MAY16:03:11:00,1,600139,2,0,1,,0,,,,,,,,1,7,2,1,1,1,5,5,5,5,3,5,,7,7,5,2,6,7,1,2,4,6,5,5,1,6,7,6,7,6,1,7,5,7,6,3,4,7,4,2,7,6,7,2,6,7,6,7,3,5,5,1,,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,2,1,1,4,3,4,3,4,3,3,3,3,2,2,2,3,1,1,3,2,1,46,2,,39.46670532,-0.366699219,-1,6,7,6,7,7,5,84,1,4,21,82,30,-0.0722057,1.60868,0.245588,-0.880472,-0.026795251,0.596974825,0.091136741,-0.326739698,1,0,0,0,0
R_9ZWroGd6VRSZ6pT,Default Response Set,Anonymous,,,88.22.216.85,0,05MAY16:03:12:00,05MAY16:03:23:00,1,600143,2,0,1,,0,,,,,,,,1,4,2,1,1,1,3,5,5,5,1,5,,4,7,3,2,6,5,1,1,6,5,6,4,2,7,7,7,6,5,2,7,4,5,5,2,2,7,6,5,7,6,7,2,5,6,6,2,5,7,4,1,,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,2,1,2,5,0,0,0,0,0,0,1,3,3,3,2,2,2,1,4,2,1,19,3,,43.26089478,-2.938796997,-1,6,7,7,6,6,6,85,6,6,28,79,28,-4.24483,-0.294549,-1.74938,2.02361,-1.575239728,-0.109305976,-0.649188042,0.750953717,1,0,0,0,0
R_cu7X94ogRRCoD2t,Default Response Set,Anonymous,,,82.158.127.87,0,05MAY16:03:36:00,05MAY16:03:50:00,1,600154,2,0,1,1,1,,,1,,,,,0,5,1,1,2,2,4,5,5,5,3,5,,5,5,3,4,7,4,4,3,4,5,4,5,3,5,5,7,7,6,4,7,5,5,7,4,2,5,3,1,5,7,4,2,4,4,5,1,4,6,5,1,,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,2,1,4,4,4,3,3,4,4,4,3,3,3,4,4,2,6,1,3,2,28,2,,40.28419495,-3.7940979,-1,4,4,5,5,4,4,62,7,6,30,63,33,-0.973733,0.812157,1.14997,1.4758,-0.361348489,0.30138827,0.426749347,0.547663579,1,0,0,0,0
R_2hk8Xgvbs6zGSRD,Default Response Set,Anonymous,,,81.47.162.68,0,05MAY16:05:59:00,05MAY16:06:08:00,1,600171,2,0,1,,0,,,,,,,,1,7,1,2,1,1,3,5,5,5,3,5,,4,4,3,4,4,4,5,5,1,2,5,3,4,4,3,4,4,5,2,5,5,4,6,4,3,3,3,4,5,4,3,2,2,6,4,3,4,5,5,6,,2,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,3,2,3,2,5,0,0,0,0,0,0,6,6,6,6,6,6,1,1,6,2,1,41,5,,40.41650391,-3.702606201,-1,4,3,3,4,6,4,48,5,5,25,57,22,-5.13645,-1.47139,-3.42492,-0.486549,-1.906116405,-0.546027045,-1.27097435,-0.180556421,1,0,0,0,0
R_0JSoVsOjBoZarAh,Default Response Set,Anonymous,,,83.59.234.204,0,05MAY16:06:26:00,05MAY16:06:36:00,1,600173,2,0,1,,0,,,,,,,,1,8,1,2,3,1,3,5,5,5,2,5,,6,7,2,6,7,3,3,4,4,5,5,5,5,5,7,6,5,6,3,6,6,6,7,4,3,7,5,1,7,6,7,2,6,6,3,5,3,7,7,1,,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,53,3,,39.47650146,-6.372192383,-1,2,5,4,3,5,4,67,3,5,28,68,31,-4.80726,-2.51759,0.179037,1.30703,-1.78395529,-0.934267753,0.066439927,0.485033696,1,0,0,0,0
R_dfXNGZEUdJj2x0N,Default Response Set,Anonymous,,,88.17.149.178,0,05MAY16:06:51:00,05MAY16:07:07:00,1,600179,2,0,1,,0,,,,,,,,1,7,1,1,2,1,4,5,5,5,3,5,,7,7,6,5,6,7,2,5,6,7,7,6,4,6,6,7,7,7,4,6,7,7,4,2,1,6,2,2,6,5,6,2,6,6,6,1,6,7,7,1,,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,2,1,41,2,,41.38879395,2.158996582,-1,3,6,3,4,4,6,70,7,7,35,89,27,-6.6201,-2.11911,-0.247879,2.22903,-2.456693089,-0.786393392,-0.091986923,0.827184271,1,0,0,0,0
R_cD3GXsWxB2Bv0Ud,Default Response Set,Anonymous,,,85.219.58.62,0,05MAY16:08:37:00,05MAY16:08:52:00,1,600187,2,0,1,,0,,,,,,,,1,8,1,1,1,2,4,5,5,5,3,5,,5,7,6,2,7,6,1,3,4,7,6,5,2,7,7,7,7,3,3,3,6,6,7,2,4,7,7,3,6,4,6,2,6,6,6,2,6,5,6,1,,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,1,2,2,3,1,5,0,0,0,0,0,0,2,2,3,2,3,4,1,5,3,5,1,53,2,,42.81689453,-1.643203735,-1,6,7,5,6,5,6,82,6,4,24,87,26,-3.85886,-4.68181,-1.79915,0.455676,-1.432007778,-1.737401288,-0.667657493,0.169099572,1,0,0,0,0
R_b7MeVTIXhh05vuZ,Default Response Set,Anonymous,,,80.32.193.101,0,05MAY16:10:53:00,05MAY16:11:27:00,1,600192,2,0,1,,0,,,,,,,,1,8,4,2,1,3,3,5,5,5,5,5,,6,7,5,2,6,5,4,3,7,2,7,5,3,4,5,6,7,5,4,4,7,6,7,3,4,7,7,5,7,4,4,2,7,7,7,4,2,5,6,1,,2,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,3,3,1,1,4,7,7,7,7,7,7,1,3,4,4,4,3,1,5,2,1,0,64,2,,38.91670227,-0.083297729,-1,6,4,5,5,4,5,64,4,4,24,92,26,-3.09097,0.226414,-2.61462,-1.60812,-1.147046817,0.084021345,-0.970275205,-0.596767011,1,0,0,0,0
R_8BQ3pfm52kmaym9,Default Response Set,Anonymous,,,80.103.123.45,0,05MAY16:12:05:00,05MAY16:12:16:00,1,600198,2,0,1,,0,,,,,,,,1,6,1,1,1,1,1,5,5,5,2,5,,6,7,2,2,6,6,1,1,3,7,5,4,1,7,7,7,7,5,2,6,6,4,7,2,2,6,2,1,7,5,2,2,5,7,7,2,1,7,6,1,,3,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,1,3,3,3,1,5,0,0,0,0,0,0,3,4,4,4,4,4,2,1,4,1,0,35,2,,39.47650146,-6.372192383,-1,6,7,7,7,6,6,82,6,6,30,69,28,-4.24633,-3.78484,-1.99036,-1.09524,-1.575796372,-1.404539247,-0.738614773,-0.406439259,1,0,0,0,0
R_9uWuKCudtasC21v,Default Response Set,Anonymous,,,95.22.174.145,0,05MAY16:14:16:00,05MAY16:14:27:00,1,600206,2,0,1,,1,1,,,,,,,0,8,1,2,2,3,3,5,5,5,3,5,,4,5,4,4,1,3,4,4,5,5,6,2,5,5,5,5,2,6,4,4,6,5,6,4,3,6,3,2,6,1,6,2,5,6,4,2,3,6,6,1,,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,2,2,2,3,3,1,5,3,1,0,66,4,,40.41720581,-3.684005737,-1,4,4,4,3,4,4,61,6,5,29,63,14,-0.865158,0.424589,-0.147476,1.07041,-0.321056733,0.157563309,-0.054727764,0.397224944,1,0,0,0,0
R_cBlZILHibJjoBCt,Default Response Set,Anonymous,,,87.223.229.250,0,05MAY16:15:45:00,05MAY16:16:04:00,1,600214,0,0,1,,0,,,,,,,,1,5,1,1,1,1,3,5,5,5,1,5,,5,5,3,4,7,3,4,2,2,4,6,5,5,3,5,4,7,5,5,7,5,6,6,4,4,6,4,1,4,6,5,2,4,5,6,3,4,5,4,1,,2,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,2,5,0,0,0,0,0,0,2,2,2,3,2,3,2,2,1,4,3,24,1,,40.41720581,-3.684005737,-1,4,4,6,3,3,4,55,5,4,23,66,31,-5.39051,3.38921,-1.76757,0.798318,-2.000397073,1.257722509,-0.655938279,0.296252672,1,0,0,0,0
R_cGAKRlEaYyp5E6V,Default Response Set,Anonymous,,,81.38.206.78,0,05MAY16:16:13:00,05MAY16:16:21:00,1,600219,2,0,1,,1,,,,,,,,0,6,1,1,2,1,2,5,5,5,3,5,,4,6,6,2,7,4,1,2,4,6,5,6,2,5,6,6,6,6,1,7,6,5,7,1,2,7,4,1,6,4,6,2,4,6,4,2,4,6,6,1,,2,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,1,1,1,1,4,4,2,6,5,2,1,34,4,,40.96879578,-5.663894653,-1,6,7,6,6,7,7,81,6,6,30,69,31,-4.15723,0.0231537,-1.98362,0.441226,-1.542731712,0.008592247,-0.736113585,0.163737234,1,0,0,0,0
R_a8XpQ6IHGps7Fqt,Default Response Set,Anonymous,,,213.143.50.74,0,05MAY16:16:16:00,05MAY16:16:24:00,1,600252,2,0,1,,0,1,,,,,,,0,4,2,3,1,1,3,2,5,5,3,5,,5,5,5,3,6,6,2,4,4,5,5,5,4,4,5,4,7,4,4,7,5,4,7,5,2,5,5,6,5,4,5,2,5,6,7,5,5,5,5,1,,3,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,2,2,3,1,4,6,6,6,7,7,7,1,2,4,4,3,3,2,1,3,2,1,20,3,,40.41650391,-3.702606201,-1,5,6,4,4,4,3,59,3,6,23,80,29,-4.59787,-3.14199,-1.9382,0.40051,-1.706251484,-1.165980139,-0.719258402,0.148627687,1,0,0,0,0
R_6DtrAaoBGEexi9D,Default Response Set,Anonymous,,,188.77.130.6,0,05MAY16:16:14:00,05MAY16:16:26:00,1,600232,2,0,1,,0,,,,,,,,1,5,1,1,1,2,3,5,5,5,2,5,,6,6,6,1,6,7,2,2,4,6,6,3,3,5,6,6,7,5,1,6,6,4,7,3,2,7,5,2,7,6,7,2,6,6,6,2,6,6,6,1,,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,3,2,2,2,2,2,2,6,2,4,1,22,2,,39.46670532,-0.366699219,-1,7,6,6,5,7,5,80,6,6,29,83,28,-6.26446,-1.85085,-2.19601,-3.51751,-2.324716483,-0.68684316,-0.814930679,-1.305334135,1,0,0,0,0
R_bNkcWWnK5J5MbbL,Default Response Set,Anonymous,,,79.158.204.133,0,05MAY16:16:17:00,05MAY16:16:26:00,1,600255,2,0,1,,0,,,,,,,,1,6,1,1,1,1,3,5,5,5,3,5,,4,5,2,4,6,4,4,4,4,4,4,4,4,4,4,4,7,6,4,5,5,4,5,4,4,4,4,2,4,4,4,2,4,6,4,1,2,6,6,1,,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,2,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,6,2,3,1,36,2,,37.98699951,-1.130004883,-1,4,4,4,4,4,4,52,7,4,29,61,24,-1.399,0.0782542,-0.666731,-0.539464,-0.519163401,0.029039826,-0.247421253,-0.20019297,1,0,0,0,0
